Algorithm:		Bubble Sort         Merge Sort
-1103157681	1844118677	1844118677
-1071906418	1844596930	1844596930
-1735892631	1844685498	1844685498
149010984	1851821338	1851821338
-1452855652	1864537805	1864537805
101203054	1876104221	1876104221
-183891161	1876868995	1876868995
601564183	1880369533	1880369533
1133038906	1883083477	1883083477
-846877851	1887333994	1887333994
911446884	1892891084	1892891084
1539834146	1893521063	1893521063
2146008903	1894360011	1894360011
-480289829	1895912740	1895912740
1112671388	1897057241	1897057241
1023565939	1902885496	1902885496
-980361710	1905091347	1905091347
-682314431	1910926749	1910926749
-1916675181	1920256505	1920256505
-2099662766	1935123751	1935123751
971721184	1939867872	1939867872
1299728011	1940207659	1940207659
-317539908	1940875365	1940875365
-956593477	1959654765	1959654765
-2002387731	1960873999	1960873999
-810977569	1963908131	1963908131
401168862	1972143560	1972143560
12859179	1974626961	1974626961
-183842128	1976786710	1976786710
-366211702	1977280892	1977280892
-424039692	1980971213	1980971213
-1238043206	1984512238	1984512238
146935651	1986486344	1986486344
387695923	1987198892	1987198892
892155220	1987739675	1987739675
-711235730	1991607395	1991607395
-1387949118	1996993075	1996993075
-1112973742	1998553257	1998553257
145239572	1999057564	1999057564
1138141133	2007709392	2007709392
-1061721838	2013742985	2013742985
-420354846	2017596899	2017596899
1384242345	2019653446	2019653446
618392499	2021340213	2021340213
1618739556	2021563178	2021563178
-904389292	2031424108	2031424108
2007709392	2032873639	2032873639
-1142572698	2042943888	2042943888
-735639526	2047997463	2047997463
-1353495353	2048404379	2048404379
-305604944	2051732456	2051732456
-1009381913	2055117237	2055117237
-1640055126	2059681766	2059681766
354799734	2066596147	2066596147
1450422080	2067324025	2067324025
805634954	2074407385	2074407385
642900386	2086894826	2086894826
1596012657	2088488289	2088488289
-827972890	2091108460	2091108460
389729736	2096082225	2096082225
1561876971	2100459415	2100459415
2042943888	2100918694	2100918694
-795778976	2104221885	2104221885
-416473516	2105011993	2105011993
-669565359	2108258887	2108258887
-698414429	2120083420	2120083420
1399925223	2133178740	2133178740
63260523	2137644461	2137644461
583330114	2144913483	2144913483
1806205166	2146008903	2146008903
1974626961	2146801656	2146801656
1408610160	2146873052	2146873052
Algorithm:		Bubble Sort         Merge Sort
Running Time:		25119254            1012813
Array size:		2000                2000
No. of key comparison:	994712              19449

Input	Bubble Sort	Merge Sort
1605510869	-2147137032	-2147137032
928284628	-2146215662	-2146215662
1143160310	-2146000936	-2146000936
2067425719	-2145326976	-2145326976
151633678	-2138739742	-2138739742
961007569	-2136333274	-2136333274
1395215894	-2135352083	-2135352083
877267104	-2134059940	-2134059940
1829232736	-2131401113	-2131401113
1708372141	-2129567727	-2129567727
929409914	-2123946414	-2123946414
1547238632	-2116393930	-2116393930
-316723598	-2116113553	-2116113553
1752251118	-2115907540	-2115907540
939230104	-2113561743	-2113561743
1050875451	-2113061427	-2113061427
-1785104091	-2112630228	-2112630228
-951262067	-2108701187	-2108701187
941709691	-2108096609	-2108096609
-258737908	-2107225760	-2107225760
601776086	-2104330020	-2104330020
-2135352083	-2102576128	-2102576128
368747683	-2099934273	-2099934273
1780522409	-2096839168	-2096839168
1399481568	-2096585211	-2096585211
1100624904	-2093385258	-2093385258
70384169	-2092143370	-2092143370
1395731593	-2091839887	-2091839887
1629828452	-2089926298	-2089926298
-162725653	-2088256595	-2088256595
-2136333274	-2084909334	-2084909334
1880869864	-2084249596	-2084249596
980298059	-2083883824	-2083883824
-1985152156	-2082036478	-2082036478
-283194539	-2081813494	-2081813494
1806054037	-2080499708	-2080499708
488783756	-2080186921	-2080186921
-285885192	-2078265734	-2078265734
-520907017	-2077189723	-2077189723
-1626532854	-2065525162	-2065525162
1750014634	-2064067466	-2064067466
243735834	-2060065698	-2060065698
771417846	-2060011670	-2060011670
-82986563	-2059696041	-2059696041
-1501904512	-2051482066	-2051482066
1246911642	-2051250954	-2051250954
317426765	-2045683691	-2045683691
2011127221	-2042152104	-2042152104
446703680	-2040026214	-2040026214
808064091	-2037054883	-2037054883
332342182	-2032066090	-2032066090
1791957599	-2031681918	-2031681918
1014810041	-2027631780	-2027631780
-1382687927	-2025247109	-2025247109
-920062396	-2022545116	-2022545116
-670399583	-2021374180	-2021374180
130791639	-2020887125	-2020887125
-43657335	-2019279483	-2019279483
-1875933917	-2018520720	-2018520720
-1420673745	-2016077714	-2016077714
13582960	-2012930165	-2012930165
1381084913	-2012182856	-2012182856
1064378973	-2010051525	-2010051525
-1542512099	-2008815172	-2008815172
-1890478275	-2007254388	-2007254388
1722911417	-2003072160	-2003072160
333331662	-1995962976	-1995962976
1977209270	-1993361101	-1993361101
1280462373	-1990221348	-1990221348
-15261069	-1989974470	-1989974470
2092581371	-1988532890	-1988532890
-13781621	-1987771403	-1987771403
371584705	-1985152156	-1985152156
-1351089608	-1984691155	-1984691155
-643941841	-1979937086	-1979937086
-1308764978	-1979683444	-1979683444
-148806628	-1970292024	-1970292024
-537296861	-1970113673	-1970113673
-1564048666	-1967314176	-1967314176
510855392	-1967117786	-1967117786
-331130950	-1965781581	-1965781581
-360573693	-1965448799	-1965448799
1939295087	-1962630334	-1962630334
-1803524313	-1962605056	-1962605056
1877588187	-1961646331	-1961646331
-331674549	-1960529438	-1960529438
-1881557044	-1960396730	-1960396730
-1368132571	-1958117898	-1958117898
-389942272	-1953227983	-1953227983
2036907853	-1947886875	-1947886875
1743637980	-1947870452	-1947870452
1249309638	-1940611041	-1940611041
319200942	-1940311874	-1940311874
632213415	-1938315275	-1938315275
1699451067	-1935595865	-1935595865
-1806537992	-1933918510	-1933918510
-2113561743	-1933873183	-1933873183
-633793283	-1933548330	-1933548330
-1720717719	-1933243512	-1933243512
-1459509631	-1930982144	-1930982144
236321315	-1922358139	-1922358139
1167667688	-1921606357	-1921606357
1543005097	-1921309662	-1921309662
-1947870452	-1920229557	-1920229557
-2016077714	-1918766050	-1918766050
-1984691155	-1918614014	-1918614014
863664683	-1916410745	-1916410745
1728787076	-1916267151	-1916267151
1089914510	-1899816837	-1899816837
1511613489	-1897336922	-1897336922
-1378712340	-1895825986	-1895825986
-970925404	-1892182644	-1892182644
-848530341	-1890478275	-1890478275
1674831788	-1888377482	-1888377482
-763937059	-1885836802	-1885836802
-607459122	-1884316131	-1884316131
-110908794	-1881557044	-1881557044
1852152733	-1881376246	-1881376246
1108750274	-1880160825	-1880160825
873342748	-1879452519	-1879452519
31216674	-1875933917	-1875933917
-1216222851	-1874961587	-1874961587
-1399391395	-1874519211	-1874519211
436412084	-1871088117	-1871088117
446405734	-1868323546	-1868323546
-1755046985	-1867980755	-1867980755
937557707	-1867031424	-1867031424
-1677790368	-1865005083	-1865005083
-1387764559	-1864517519	-1864517519
900019542	-1862863252	-1862863252
-1867980755	-1862562285	-1862562285
-2060065698	-1861131191	-1861131191
1053464269	-1855155146	-1855155146
-1519709952	-1853304369	-1853304369
1630925961	-1848300372	-1848300372
-272333197	-1845703118	-1845703118
-908667017	-1845586659	-1845586659
-17433822	-1836580415	-1836580415
-1422811149	-1835721118	-1835721118
-1421210810	-1834187839	-1834187839
-1541120737	-1833374337	-1833374337
1261517676	-1830564996	-1830564996
1050350567	-1823873382	-1823873382
-1676727830	-1822933973	-1822933973
-1218253077	-1821283520	-1821283520
1463697791	-1819827079	-1819827079
606343161	-1819438950	-1819438950
1113226428	-1817812309	-1817812309
1138970625	-1814985010	-1814985010
-1053202203	-1806699713	-1806699713
301303983	-1806537992	-1806537992
-1303615378	-1805118155	-1805118155
1497668357	-1803524313	-1803524313
-269318079	-1803036318	-1803036318
-774022995	-1796166010	-1796166010
-1482039196	-1794400191	-1794400191
1167938016	-1791944021	-1791944021
-868040761	-1791863918	-1791863918
759390227	-1789560088	-1789560088
-543253442	-1785104091	-1785104091
96413123	-1780086378	-1780086378
1330395885	-1777200457	-1777200457
1883682338	-1775126293	-1775126293
569676469	-1774994517	-1774994517
497073003	-1774431713	-1774431713
-1803036318	-1771148182	-1771148182
-1203121883	-1768440458	-1768440458
482856362	-1763268300	-1763268300
-1897336922	-1763199371	-1763199371
-1806699713	-1757295150	-1757295150
88000654	-1756015696	-1756015696
1989864316	-1755046985	-1755046985
155934741	-1750875040	-1750875040
-355029892	-1749910541	-1749910541
-965536418	-1747438341	-1747438341
-467541607	-1745298370	-1745298370
354303026	-1738807660	-1738807660
-1150710876	-1737715680	-1737715680
1571583178	-1736192313	-1736192313
375247959	-1734782353	-1734782353
1217241748	-1731561564	-1731561564
1875593164	-1731126908	-1731126908
-1134636773	-1727277424	-1727277424
-2080499708	-1726580562	-1726580562
-2091839887	-1720717719	-1720717719
-1836580415	-1712707064	-1712707064
-656583467	-1712068642	-1712068642
1135062843	-1709995492	-1709995492
1745590629	-1709805191	-1709805191
-1867031424	-1707286960	-1707286960
-1293480933	-1705341397	-1705341397
-721036679	-1702435905	-1702435905
-1916267151	-1701923284	-1701923284
-1092409110	-1699100324	-1699100324
168933457	-1698603236	-1698603236
429624559	-1692508152	-1692508152
730743621	-1681406586	-1681406586
1962973368	-1678253674	-1678253674
-1147422205	-1677790368	-1677790368
896981657	-1676727830	-1676727830
-870405951	-1673588095	-1673588095
-1848300372	-1671971935	-1671971935
307770628	-1669733852	-1669733852
1214559118	-1668089818	-1668089818
750177209	-1667284144	-1667284144
-973090296	-1660398885	-1660398885
-1460219174	-1659737266	-1659737266
726958234	-1657370227	-1657370227
261608696	-1655580006	-1655580006
-311303357	-1654905581	-1654905581
-149239975	-1653782066	-1653782066
-1333758711	-1649492372	-1649492372
237363079	-1648198507	-1648198507
-1297416198	-1647994961	-1647994961
1120598925	-1646056870	-1646056870
2028513733	-1645631664	-1645631664
1729525807	-1645267007	-1645267007
616951844	-1642183476	-1642183476
-1543535907	-1641939879	-1641939879
-1006873181	-1639297095	-1639297095
931729723	-1637250154	-1637250154
-1349253494	-1635096393	-1635096393
-1649492372	-1634196405	-1634196405
-1070745863	-1632602629	-1632602629
1514958465	-1626532854	-1626532854
-1763199371	-1624500367	-1624500367
-1191259454	-1624070404	-1624070404
-1176337805	-1619101373	-1619101373
1799376291	-1615978643	-1615978643
990269608	-1612084019	-1612084019
-1570352213	-1611093815	-1611093815
184281894	-1611070996	-1611070996
-973943150	-1608383768	-1608383768
-1086055536	-1607960724	-1607960724
-1076802977	-1606658133	-1606658133
760125413	-1603518831	-1603518831
713908307	-1597257085	-1597257085
1548565177	-1596575053	-1596575053
-1332872734	-1595612156	-1595612156
-1357637165	-1595452374	-1595452374
1797076485	-1585827031	-1585827031
-1731126908	-1585251102	-1585251102
-434698835	-1580257162	-1580257162
-1226524615	-1577291072	-1577291072
-914388958	-1574506532	-1574506532
-1402122985	-1574139943	-1574139943
-1375281522	-1573093288	-1573093288
241280409	-1570352213	-1570352213
-1275451899	-1564729561	-1564729561
2098209172	-1564048666	-1564048666
-472213044	-1563658725	-1563658725
1822749187	-1559927434	-1559927434
1208818603	-1557872863	-1557872863
1977239180	-1557711571	-1557711571
-1024944499	-1556597972	-1556597972
-1525821786	-1556194728	-1556194728
1754427325	-1552653729	-1552653729
453660342	-1549529396	-1549529396
1213306236	-1546220465	-1546220465
-111872343	-1543535907	-1543535907
-2113061427	-1543219951	-1543219951
-537659685	-1542512099	-1542512099
2012817062	-1541631988	-1541631988
-1338093253	-1541330628	-1541330628
240759008	-1541120737	-1541120737
-1112512492	-1541004877	-1541004877
16552356	-1539737326	-1539737326
704258281	-1526989463	-1526989463
201564716	-1525821786	-1525821786
710142263	-1524336443	-1524336443
-336749569	-1524324557	-1524324557
2040091694	-1520379263	-1520379263
1973542946	-1519709952	-1519709952
-599215218	-1518248684	-1518248684
-1853304369	-1516936982	-1516936982
1696451408	-1516915943	-1516915943
519070126	-1512593901	-1512593901
-1288315190	-1511146562	-1511146562
1509242021	-1509076866	-1509076866
-51861655	-1502964626	-1502964626
-2008815172	-1501904512	-1501904512
-623601609	-1500036598	-1500036598
487945386	-1499611800	-1499611800
2094397123	-1496798736	-1496798736
1234558718	-1495634454	-1495634454
-477816528	-1488212721	-1488212721
978393096	-1486299941	-1486299941
779506281	-1486164405	-1486164405
-988849172	-1485027817	-1485027817
-208138028	-1483978996	-1483978996
331232392	-1483744886	-1483744886
-1312014086	-1482039196	-1482039196
971422476	-1481001812	-1481001812
576222457	-1480937507	-1480937507
-604332165	-1473446357	-1473446357
-1577291072	-1471916612	-1471916612
-204266637	-1468658560	-1468658560
2116873824	-1467811806	-1467811806
294500318	-1462679221	-1462679221
-1967314176	-1460851735	-1460851735
-712124022	-1460219174	-1460219174
-1595452374	-1459515922	-1459515922
1956261560	-1459509631	-1459509631
-1287492973	-1459243989	-1459243989
-2045683691	-1458780466	-1458780466
734784139	-1454520739	-1454520739
1043952071	-1448384801	-1448384801
1495904181	-1445574181	-1445574181
79852913	-1440496448	-1440496448
658593981	-1440142392	-1440142392
1246796891	-1440077283	-1440077283
-1698603236	-1435374669	-1435374669
-927983332	-1431710348	-1431710348
1538624054	-1431510344	-1431510344
1195971200	-1429630783	-1429630783
-516609460	-1422811149	-1422811149
114967930	-1422473046	-1422473046
156430108	-1421210810	-1421210810
-921359774	-1420673745	-1420673745
166332201	-1418225869	-1418225869
-2093385258	-1414999718	-1414999718
1575276536	-1414904780	-1414904780
-527726611	-1412088826	-1412088826
-1612084019	-1411024533	-1411024533
-464801626	-1409932692	-1409932692
318810282	-1406833145	-1406833145
195694259	-1406616797	-1406616797
65391003	-1403847723	-1403847723
-511934958	-1402122985	-1402122985
1433779868	-1399391395	-1399391395
-1862562285	-1392915967	-1392915967
-1738807660	-1391876727	-1391876727
-1777200457	-1390013574	-1390013574
-1989974470	-1389737142	-1389737142
-1637250154	-1388492781	-1388492781
-1460851735	-1387764559	-1387764559
-1935595865	-1387025785	-1387025785
